WID,EngWrd,HIN01
4718,free market area,खुला/ नि‍र्बंध बाजार क्षेत्र
4719,free of charge,नि:शुल्क
4720,free of particular average(FPA),बीमाक्षति-मुक्त
4721,free of tax dividend,कर-मुक्त लाभांश
4722,free on board (FOB),पोतपर्यंत नि:शुल्क
4723,free on rail,रेल तक नि:शुल्क
4724,free port,शुल्कमुक्त पत्तन/ बंदरगाह
4725,free price system,मुक्त कीमत प्रणाली
4726,free reserves,नि‍र्बंध आरक्षि‍त नि‍धि‍यां
4727,free resources,मुक्त संसाधन
4728,free resources of banks,बैंक के प्रभार-रहि‍त संसाधन
4729,free riders,नि:शुल्क लाभभागी
4730,free sale(of commodities),(पण्यों की) खुली/ मुक्त बि‍क्री
4731,free sale sugar,मुक्त / खुली बि‍क्री की चीनी
4732,free time shipment,अनुमत लदाई-उतराई समय
4733,free trade,मुक्त व्यापार
4734,free trade area (zone),मुक्त व्यापार क्षेत्र
4735,free trader,अबाध / करमुक्त व्यापारी
4736,free transit,नि:शुल्क पारगमन
4737,free warehousing,नि:शुल्क भंडारण
4738,freedom of trade,व्यापार स्वातंत्र्य
4739,freeze,रोक लगाना
4740,freeze the fixed deposit amount,सावधि जमाराशि की नि‍कासी पर रोक लगाना
4741,freezing of funds,नि‍धि‍यों पर रोक लगाना
4742,freight,भाड़ा
4743,freight bill,मालभाड़ा पत्र
4744,freight certificate,मालभाड़ा प्रमाणपत्र
4745,freight charges,मालभाड़ा प्रभार
4746,freight contract,मालभाड़ा संवि‍दा
4747,freight rate,भाड़ा दर
4748,freight rebate,भाड़ा रि‍बेट
4749,freight receipt,भाड़ा रसीद
4750,freight to pay,देय भाड़ा
4751,freighter,मालवाही पोत
4752,frequency of distribution,वि‍तरण की आवृत्ति / बारंबारता
4753,frequent absence,बारंबार अनुपस्थि‍ति
4754,frequent intervals,थोड़े-थोड़े अंतराल / समय पर
4755,fresh loan,नया ऋण
4756,fresh receipt,नई/ दुबारा दी गयी रसीद
4757,frictional liquidity,घर्षणात्मक तरलता
4758,friendly tax,कम बोझ वाले कर
4759,fringe benefit tax,अनुषंगी लाभ कर
4760,frivolous or vexatious,तुच्छ या तंग / परेशान करने वाले
4761,front end,प्रारंभि‍क भाग
4762,front end discounts,प्रारंभि‍क बट्टा / छूट
4763,front end fees,प्रारंभि‍क शुल्क
4764,front end finance,प्रारंभि‍क चरण वि‍त्त
4765,front end load,प्रारंभि‍क भार / प्रभार
4766,front line countries,सीमावर्ती देश
4767,front loading of expenditure,आबंटि‍त राशि वर्ष के प्रारंभ में ही खर्च कर लेना
4768,front office strategies,प्रारंभि‍क ऑफि‍स रणनीति
4769,frozen accounts,अवरोधि‍त खाते
4770,frozen assets,अवरोधि‍त आस्ति‍यां /  परि‍संपत्ति‍यां
4771,frustrated contracts,वि‍फल संवि‍दाएं / ठेके
4772,frustration clause,आपात-स्थि‍ति खंड
4773,fry a bigger fish,बड़े ग्राहक जुटाना
4774,fuddy-duddy business,पुराने प्रकार का कारोबार
4775,fuel,ईंधन
4776,full allotment,पूर्ण आबंटन
4777,full bodied coin,पूर्ण मूल्य सि‍क्का
4778,full bodied money,पूर्ण मूल्य मुद्रा
4779,full capacity savings,पूर्ण क्षमता बचत
4780,full cost pricing,कुल लागत पर कीमत नि‍र्धारण
4781,full coverage,पूर्ण बीमा रक्षा
4782,full debt forgiveness,पूर्ण कर्ज माफी
4783,full discharge,पूर्ण उन्मुक्ति
4784,full endorsement,पूर्ण बेचान/ पृष्ठांकन
4785,full export value,पूर्ण नि‍र्यात मूल्य
4786,full finance,संपूर्ण वि‍त्त
4787,full fledged money changer,संपूर्ण मुद्रा परि‍वर्तक
4788,full insurance coverage,पूर्ण बीमा रक्षा
4789,full interest admitted,पूर्ण हि‍त स्वीकृत / मान्य
4790,full paid stock,पूर्णदत्त स्टॉक
4791,full payment,पूरा भुगतान
4792,"full premium, if lost, clause",नष्ट होने / खोने पर पूरा प्रीमि‍यम वापसी का खंड
4793,full time job,पूर्णकालि‍क काम
4794,full-fledged branch,स्वयंपूर्ण शाखा
4795,fully guaranteed,पूर्णत: गारंटीकृत
4796,fully or partly provided for,पूर्णत: अथवा अंशत: प्रावधान कि‍या गया
4797,fully paid/ paid-up,पूर्णत: चुकता/ प्रदत्त
4798,fully secured,पूर्णत: प्रति‍भूत/ संरक्षि‍त
4799,fully secured creditor,पूर्णत: प्रति‍भूत/ संरक्षि‍त लेनदार
4800,fully utilized,पूर्णत: प्रयुक्त
4801,functional,कार्यात्मक
4802,functional  duty,प्रयोजनमूलक कार्य
4803,functional coverage,कार्य व्याप्ति
4804,functional diversification,कार्यमूलक वि‍शाखीकरण/ वि‍वि‍धीकरण
4805,functional finance,कार्यपरक/ प्रयोजनमूलक वि‍त्त
4806,functional gaps,कार्यात्मक कमि‍यां/ अंतराल
4807,functionary,पदाधि‍कारी
4808,functioning,कार्य-पद्धति
4809,functions of money fund,मुद्रा नि‍धि के कार्य
4810,fund apportionment,नि‍धि प्रभाजन
4811,fund based exposure,नि‍धि आधारि‍त एक्सपोजर
4812,fund constraints,नि‍धि की कमी
4813,fund family,नि‍धि परि‍वार
4814,fund flow statement,नि‍धि प्रवाह वि‍वरण
4815,fund holding,नि‍धि धारण
4816,fund position,नि‍धि की स्थि‍ति
4817,fundamental disequilibrium,मूलभूत असमानता
4818,fundamental identity,मौलि‍क पहचान
4819,fundamental rights,मूलभूत अधि‍कार
4820,fundamental rules,मूल नि‍यमावली
4821,funded assistance,नि‍धि‍क सहायता
4822,funded debt,नि‍धि‍क कर्ज
4823,funded income,नि‍धि‍क आय
4824,funding,नि‍धीयन
4825,funding loan,नि‍धीयन ऋण
4826,funding risk,नि‍धीयन जोखि‍म
4827,funding system,नि‍धीयन प्रणाली
4828,fungibility,प्रति‍मोच्यता
4829,fungible goods,प्रति‍मोच्य वस्तुएं
4830,furnishing of guarantee,गारंटी देना
4831,future agenda,भावी कार्यसूची
4832,future goods,भावी पदार्थ
4833,futures and options,फ्यूचर्स और आप्शंस
4834,futures market,फ्यूचर्स बाजार
4835,gage,जमानत
4836,gain,अभि‍लाभ
4837,gain and loss,अभि‍लाभ और हानि
4838,gainful occupation,लाभकारी उपजीवि‍का
4839,gainful worker,अर्जक कामगार
4840,galloping inflation,तेजी से बढ़नेवाली मुद्रास्फीति
4841,galloping prices,तेजी से बढ़ती कीमतें
4842,gap financing,अंतराल वि‍त्तपोषण
4843,garnishee order,गारनि‍शी आदेश
4844,gazette,राजपत्र
4845,gazette of India,भारत का राजपत्र
4846,gazetted officer,राजपत्रि‍त अधि‍कारी
4847,geared capital,कर्ज-भारि‍त पूंजी
4848,gearing ratio norms,गि‍यरिंग / कर्ज-भार अनुपात मानदंड
4849,gender development index,महि‍ला / जेंडर वि‍कास सूचकांक
4850,general abstract of financial results,वि‍त्तीय परि‍णामों का सामान्य सार
4851,general acceptance,सामान्य सकार / स्वीकृति
4852,general accounts,सामान्य लेखे
4853,general agent,सर्वाधि‍कारी एजेंट
4854,general agreement on tariffs and trade,प्रशुल्क / टैरि‍फ और व्यापार संबंधी सामान्य करार
4855,general authority,सामान्य प्राधि‍कार
4856,general average,सामान्य औसत
4857,general average loss,सामान्य औसत हानि
4858,general balance sheet,सामान्य तुलन-पत्र
4859,general bank lien,सामान्य बैंक धारणाधि‍कार/ लि‍यन/ पुनर्ग्रहणाधि‍कार
4860,general body,आम / साधारण सभा
4861,general cargo,सामान्य जहाजी माल / नौभार
4862,general charges account,सामान्य प्रभार लेखा / खाता
4863,general conditions,सामान्य शर्तें
4864,general credit control,सामान्य ऋण नि‍यंत्रण
4865,general crossing,सामान्य रेखन
4866,general currency area,सामान्य मुद्रा क्षेत्र
4867,general demand,सामान्य मांग
4868,general election,आम चुनाव
4869,general endorsement,सामान्य पृष्ठांकन
4870,general equilibrium analysis,सामान्य संतुलन वि‍श्लेषण
4871,general import manifest,सामान्य आयात मालसूची
4872,general insurance,साधारण बीमा
4873,general ledger,प्रधान खाताबही
4874,general lien,सामान्य धारणाधि‍कार
4875,general line of credit,सामान्य ऋण व्यवस्था
4876,general meeting,आम सभा
4877,general partnership,सामान्य भागीदारी / साझेदारी
4878,general power of attorney,सामान्य मुख्तारनामा
4879,general price level,सामान्य कीमत स्तर
4880,general provident fund,सामान्य भवि‍ष्य नि‍धि
4881,general purchasing power,सामान्य क्रय-शक्ति
4882,general reserves,सामान्य आरक्षि‍त नि‍धि
4883,general supply,सामान्य आपूर्ति
4884,generally accepted auditing standards,सामान्यतया मान्य लेखा-परीक्षा मानक
4885,generally accepted accounting principles,सामान्यतया मान्य लेखांकन / लेखाकरण सि‍द्धांत
4886,generation,उत्पादन
4887,generation of funds,नि‍धि नि‍र्माण
4888,generation of resources,संसाधन जुटाना
4889,generic name,प्रजाति‍गत/ जातीय नाम
4890,genuine coin,असली सि‍क्का
4891,genuine text,प्रामाणि‍क पाठ
4892,genuine trade bills,वास्तवि‍क व्यापार बि‍ल
4893,geometrical progression,ज्यामि‍ति‍क/ ज्यामि‍तीय वृद्धि
4894,gestation lag,उत्पादन-पूर्व अवधि में वि‍लंब
4895,gestation period,उत्पादन-पूर्व अवधि
4896,giffen goods,गि‍फन वस्तुएं (नि‍म्नस्तरीय वस्तुएं)
4897,gift cheque,उपहार चेक
4898,gift tax,उपहार कर
4899,gilt-edged bond,श्रेष्ठ श्रेणी के बॉण्ड
4900,gilt-edged market,श्रेष्ठ प्रति‍भूति बाजार
4901,gilt-edged security,श्रेष्ठ प्रति‍भूति
4902,ginning and pressing unit,ओटाई और दाब इकाई
4903,giro,गि‍रो प्रणाली
4904,global bond,वैश्वि‍क बॉण्ड
4905,global economic issues,वैश्वि‍क/ वि‍श्व के आर्थि‍क मुद्दे
4906,global economy,वैश्वि‍क अर्थव्यवस्था
4907,global equity market,वैश्वि‍क/ वि‍श्व का इक्वि‍टी बाजार
4908,global imbalances,वैश्वि‍क असंतुलन
4909,global surplus,"वैश्वि‍क अधि‍शेष  [वि‍श्व में जि‍सकी मात्रा अधि‍क है (जैसे गेहूं, इस्पात, सोयाबीन आदि)]"
4910,global tender,वैश्वि‍क नि‍वि‍दा
4911,globalisation of financial market,वि‍त्तीय बाजार का वैश्वीकरण
4912,globalised banking,वैश्वीकृत बैंकिंग
4913,globalisation,वैश्वीकरण
4914,glut on the market,बाजार में (कि‍सी वस्तु की) भरमार
4915,go bankrupt,दि‍वालि‍या होना
4916,go-go fund,आक्रामक नि‍वेश नि‍धि
4917,"go-go stock, growth stock",वृद्धि‍शील शेयर
4918,going concern,कार्यशील संस्था
4919,going concern value,कार्यशील संस्था का मूल्य
4920,going price,प्रचलि‍त कीमत
4921,gold block,स्वर्ण गुट
4922,gold bottomed investment,श्रेष्ठ प्रति‍भूति नि‍वेश
4923,gold bullion standard,स्वर्ण बुलि‍यन मान
4924,gold coins,सोने के सि‍क्के
4925,gold currency standard,स्वर्ण मुद्रा मान
4926,gold exchange standard,स्वर्ण वि‍नि‍मय मान
4927,gold parity,स्वर्ण सममूल्यता
4928,gold pegged currency,स्वर्ण अधि‍कीलि‍त मुद्रा
4929,gold reserves,आरक्षि‍त स्वर्ण नि‍धि
4930,gold standard,स्वर्ण मान
4931,gold tranche,स्वर्ण मात्रा/ कोटा
4932,golden handcuffs,स्वर्णपाश बंधन
4933,golden parachute,स्वर्णि‍म पृथक्करण लाभ
4934,good consideration,समुचि‍त प्रति‍फल
4935,good credit,अच्छी साख
4936,good faith bargaining,सद्भाव सौदाकारी
4937,good lending principles,उधार देने के अच्छे सि‍द्धांत
4938,good money,उत्कृष्ट मुद्रा
4939,good offices,सत्प्रयास
4940,good reason,पर्याप्त/ वि‍श्वसनीय कारण
4941,good scrips,अच्छे/ लाभदायक शेयर
4942,good security,अच्छी प्रति‍भूति/ जमानत
4943,good signature,मान्य हस्ताक्षर
4944,good title,अच्छा हक
4945,goods,माल
4946,goods discharged from a vessel,जहाज/ पोत से उतारा गया माल
4947,goods in bond,बंधि‍त माल
4948,goods in transit,मार्गस्थ माल
4949,goods on consignment,परेषण वस्तुएं /  माल
4950,goods tariff,माल भाड़ा
4951,goodwill account,सुनाम लेखा
4952,goodwill profit,गुडवि‍ल / सुनाम लाभ
4953,governed economy,अधि‍शासि‍त अर्थव्यवस्था
4954,governing board,शासी मंडल
4955,governing body,शासी नि‍काय
4956,government account,सरकारी लेखा
4957,government bond,सरकारी बॉण्ड
4958,government business,सरकारी कारोबार
4959,government currency notes,सरकारी मुद्रा नोट
4960,government debt/sovereign debt,सरकारी कर्ज / राष्ट्रि‍क कर्ज
4961,government enterprise,सरकारी उद्यम
4962,government expenditure,सरकारी व्यय
4963,government guarantee,सरकारी गारंटी
4964,government loan,सरकारी ऋण
4965,government paper,सरकारी बॉण्ड
4966,government promissory note (G.P.Note),सरकारी वचनपत्र
4967,government security,सरकारी प्रति‍भूति
4968,government sponsored,सरकार प्रायोजि‍त
4969,grace period,अनुग्रह / छूट / रि‍यायत अवधि
4970,graded system of marketing,वि‍पणन की क्रमि‍क प्रणाली
4971,graded tax,श्रेणीबद्ध कर
4972,grading,ग्रेड / क्रम नि‍र्धारण
4973,grand total,कुल जोड़
4974,grant,अनुदान
4975,grant of lease,पट्टा देना
4976,grant of licence,लाइसेंस देना
4977,grant of moratorium,अधि‍स्थगन की स्वीकृति
4978,grant of ways and means advances,अर्थोपाय अग्रि‍म प्रदान करना
4979,grant on account,पूर्वानुदान
4980,grantee,अनुदानग्राही
4981,grant-in-aid,सहायता अनुदान
4982,grantor,अनुदानदाता
4983,grass root level,मूल/ आरंभि‍क स्तर
4984,grass root village level,नि‍तांत ग्रामीण स्तर
4985,grass-root plan,आधारभूत योजना
4986,gratuitous coinage,नि:शुल्क सि‍क्का ढलाई
4987,gratuitous goods,नि:शुल्क वस्तुएं
4988,gratuity,उपदान
4989,graveyard market,डूबंत बाजार
4990,gravitational irrigation,प्राकृति‍क प्रवाह सिंचाई
4991,great depression,भारी महामंदी
4992,green banking,हरि‍त बैंकिंग
4993,green currency,हरि‍त मुद्रा
4994,greenfield expansion,नई परि‍योजना के रूप में वि‍स्तार
4995,greenfield investment / project,सर्वथा नया नि‍वेश / सर्वथा नई परि‍योजना
4996,green initiatives,हरि‍त पहल
4997,green manure,हरी खाद
4998,green mortgage,हरि‍त बंधक
4999,green revolution,हरि‍त क्रांति
5000,green room meeting,गोपनीय बैठक
5001,green shoe option,अधि-आबंटन वि‍कल्प
5002,greenback money,ग्रीन बैक मुद्रा (अमरीकी गृह युद्ध के दौरान जारी कागजी मुद्रा)
5003,grey area,अपरि‍भाषि‍त/ नि‍यमवि‍हीन क्षेत्र
5004,grey market,अवैध बाजार (वि‍शेषकर अनि‍र्गमि‍त शेयर का बाजार)
5005,grey revolution,उर्वरक क्रांति‍
5006,grievance procedure,शि‍कायत नि‍वारण क्रि‍यावि‍धि‍/ प्रक्रि‍या
5007,gross,कुल
5008,gross abuse,घोर दुरुपयोग
5009,gross cropped area,कुल फसल/ पैदावार क्षेत्र
5010,gross domestic product,सकल देशी उत्पाद
5011,gross earning,सकल अर्जन
5012,gross fixed assets,सकल/ कुल अचल आस्ति‍यां/ परि‍संपत्ति‍यां
5013,gross income,सकल आय
5014,gross interest,सकल ब्याज
5015,gross interest payment,सकल ब्याज भुगतान
5016,gross liabilities,सकल देयताएं
5017,gross line,सकल बीमा धारि‍ता
5018,gross loss,सकल हानि
5019,gross margin,कुल मार्जि‍न
5020,gross merchandising margin,सकल बि‍क्री मार्जि‍न
5021,gross misconduct,घोर कदाचार / अवचार
5022,gross national debt,सकल/ कुल राष्ट्रीय कर्ज
5023,gross national income and expenditure,सकल राष्ट्रीय आय-व्यय
5024,gross national product (GNP),सकल राष्ट्रीय उत्पाद
5025,gross negligence,घोर उपेक्षा
5026,gross proceeds,सकल प्राप्ति‍यां/ आगम
5027,gross produce,सकल उपज
5028,gross profit ratio,सकल लाभ अनुपात
5029,gross receipts,सकल प्राप्ति‍यां
5030,gross recoveries,सकल वसूलि‍यां
5031,gross revenue,सकल राजस्व
5032,gross sales,सकल बि‍क्री
5033,gross savings,सकल बचत
5034,gross spread,सकल स्प्रेड
5035,gross stock of hire and leased assets,कि‍राये तथा पट्टे पर दी  गई आस्ति‍यों/ परि‍संपत्ति‍यों का सकल स्टॉक
5036,gross sum,सकल राशि
5037,gross tax base,सकल कराधार
5038,gross time settlement,सकल नि‍पटान
5039,gross tonnage,कुल टन भार
5040,gross value,सकल मूल्य
5041,gross weight,कुल भार
5042,gross yield,कुल उपज
5043,ground  balance,प्रत्यक्ष शेष
5044,ground  water survey,भूजल सर्वेक्षण
5045,ground level delivery system,बुनि‍यादी स्तर की वि‍तरण प्रणाली
5046,ground of claim,दावे का आधार
5047,ground work,मूल / आधारभूत कार्य
5048,groundwater resources,भू-जल संसाधन
5049,group accounts,समूह लेखे
5050,group advances,समूह अग्रि‍म
5051,group banks,समूह वि‍शेष के बैंक
5052,group exposure,समूह के लि‍ए एक्सपोज़र
5053,group guarantee,समूह गारंटी
5054,group index,समूह सूचकांक
5055,group indicator,समूह संकेतक
5056,group insurance,सामूहि‍क बीमा
5057,group interest,वर्ग/ समूह हि‍त
5058,group norms,समूह मानदंड
5059,Group of 20 (G-20),20 देशों का समूह (जी - 20)
5060,group wage system,सामूहि‍क मजदूरी पद्धति
5061,group-wide oversight functions,समूह-व्यापी अन्वेक्षा कार्य
5062,growth centres,संवृद्धि केंद्र
5063,growth considerations,वि‍कासगत सरोकार
5064,growth funds,वृद्धि‍शील फंड / नि‍धि
5065,growth investing,वृद्धि‍शील स्टॉकों में नि‍वेश करना
5066,growth momentum,संवृद्धि की गति/ का संवेग
5067,growth of deposits,जमाराशि‍यों में  संवृद्धि
5068,growth potential,संवृद्धि की संभावना
5069,growth rate,संवृद्धि दर
5070,growth ring,संवृद्धि वलय
5071,growth trajectory,संवृद्धि पथ
5072,growth variables,संवृद्धि दर के परि‍वर्ती
5073,guarantee,गारंटी
5074,guarantee bond,गारंटी बॉण्ड
5075,guarantee broker,गारंटी दलाल / ब्रोकर
5076,guarantee cover,गांरटी रक्षा/ बीमा
5077,guaranteed,गारंटीकृत
5078,guaranteed annuity,गारंटीकृत वार्षि‍की
5079,guaranteed base rate,गारंटीकृत आधार/ मूल दर
5080,guaranteed price,गारंटीकृत/ नि‍र्धारि‍त कीमत
5081,guarantor,गारंटीकर्ता
5082,guidelines,दि‍शा-नि‍र्देश
5083,guiding price,नि‍र्देशक कीमत
5084,guiding principles,मार्गदर्शी/ नि‍र्देशक सि‍द्धांत
5085,guild economy,श्रेणी अर्थव्यवस्था
5086,habitual defaulter,आदतन चूककर्ता
5087,haggling of price,कीमत की सौदेबाजी
5088,haircut,हेयरकट
5089,half and mutilated notes,आधे और कटे-फटे नोट
5090,half value note,अर्ध मूल्य नोट
5091,half yearly closing,छमाही / अर्धवार्षि‍क लेखाबंदी
5092,half yearly rests,छमाही / अर्धवार्षि‍क अंतराल
5093,hammering the market,तेजी से बाज़ार गि‍राना
5094,hand and seal,हस्ताक्षर और मुद्रा
5095,hand balance,हाथ में शेष नकदी
5096,hand to mouth buying,नि‍र्वाह मात्र क्रय
5097,handicapped sector,सुवि‍धावि‍हीन क्षेत्र
5098,handicraft,हस्तशि‍ल्प
5099,handling charges,लदाई-उतराई प्रभार
5100,handling of documents,दस्तावेजों का रखरखाव / पर कार्रवाई
5101,handloom industry,हथकरघा उद्योग
5102,handsome margin,अच्छा मुनाफा
5103,hand-to-mouth production,नि‍र्वाहमात्र / कामचलाऊ उत्पादन
5104,harbor,बंदरगाह
5105,hard cash,नकदी
5106,hard currencies constraints,दुर्लभ मुद्राओं की कमी
5107,hard currency,दुर्लभ मुद्रा
5108,hard goods(= consumer durables),टि‍काऊ उपभोक्ता वस्तुएं
5109,hard loan,दुर्लभ मुद्रा में चुकाया जानेवाला कर्ज
5110,hard money,दुर्लभ मुद्रा
5111,hardening of price,कीमत में वृद्धि
5112,hardening of interest,ब्याज दर में वृद्धि
5113,harmony of interest,हि‍तों का सामंजस्य
5114,harvest,फसल
5115,harvest price,फसल की कीमत
5116,hassle free loan,झंझट रहि‍त ऋण
5117,haulage charges,ढुलाई प्रभार
5118,haves and have nots,अमीर-गरीब
5119,hawala rate,हवाला दर
5120,head control,शीर्ष नि‍यंत्रण
5121,head of revenue,राजस्व शीर्ष
5122,head office,प्रधान कार्यालय
5123,headline inflation,हेडलाइन मुद्रास्फीति
5124,headquarters,मुख्यालय
5125,heads of accounts,लेखा शीर्ष
5126,heads of revenue,राजस्व शीर्ष
5127,health code,ऋण स्थि‍ति कूट
5128,health code of borrowal accounts,उधार खाते की स्थि‍ति / उधार खाते का हेल्थ कूट
5129,health status of accounts,खाते की वास्तवि‍क स्थि‍ति
5130,heavy industries,भारी उद्योग
5131,heavy market,पटान बाजार
5132,heavy oversold position,भारी अति‍वि‍क्रय स्थि‍ति
5133,hectic buying,अंधाधुंध खरीद
5134,hedge,बचाव
5135,hedge fund,बचाव नि‍धि
5136,hedging,"बचाव-व्यवस्था (वि‍त्तीय हानि से, खासकर वायदा बाजार में, बचाव हेतु वायदा खरीद / बि‍क्री)"
5137,hedging contract,बचाव संवि‍दा
5138,heightened investor demand,नि‍वेशकों की अधि‍क मांग
5139,heir apparent,प्रत्यक्ष  वारि‍स
5140,held for trading,ट्रेडिंग के लि‍ए धारि‍त
5141,held to maturity,परि‍पक्वता तक धारि‍त
5142,herd behavior,भेड़ चाल
5143,hereditary profession,आनुवंशि‍क व्यवसाय
5144,hereditary right,आनुवंशि‍क अधि‍कार
5145,heritable security,दाययोग्य प्रति‍भूति
5146,heterogeneous data,वि‍षम आंकड़े
5147,heterogeneous manufacture,वि‍जातीय / बहुजातीय वि‍नि‍र्माण
5148,hidden image (as on Rs.500 note),प्रच्छन्न छवि (यथा 500 रुपए के नोटों पर)
5149,hidden inflation,प्रच्छन्न मुद्रास्फीति
5150,hidden price increase,कीमत में प्रच्छन्न वृद्धि
5151,hidden reserves,अप्रकट आरक्षि‍त नि‍धि‍यां
5152,hidden subsidy,अप्रकट आर्थि‍क सहायता / सहायकी / सब्सि‍डी
5153,hidden tax,प्रच्छन्न कर
5154,hidden unemployment,प्रच्छन्न बेरोजगारी
5155,hierarchical layering,पदानुक्रम नि‍र्धारण
5156,high cost fund,उच्च लागत नि‍धि
5157,high coupon,उच्च ब्याज
5158,high denomination notes,उच्च मूल्यवर्ग के नोट
5159,high duty area,उच्च शुल्क क्षेत्र
5160,high exchange,अधि‍क वि‍नि‍मय दर
5161,high exposure,अधि‍क एक्सपोज़र
5162,high finance,बड़ा वि‍त्तपोषण
5163,high income group,उच्च आय वर्ग
5164,high networth individual,उच्च मालि‍यत व्यक्ति
5165,high networth requirements,उच्च मालि‍यत अपेक्षाएं
5166,high overdue,अत्यधि‍क बकाया
5167,high performance - low cost,अधि‍क उत्पादन - कम लागत
5168,high power committee,उच्च शक्ति-प्राप्त / अधि‍कार-प्राप्त समि‍ति
5169,high powered money,आधारभूत धन
5170,high priced,ऊंची / उच्च कीमत वाला
5171,high priority,उच्च प्राथमि‍कता
5172,high rate of growth,उच्च संवृद्धि दर
5173,high rate of interest,उच्च ब्याज दर
5174,high recovery areas,अधि‍क वसूलीवाले क्षेत्र
5175,high risk country exposure of your bank,अधि‍क जोखि‍मवाले  देश में आपके बैंक के एक्सपोज़र का अंश
5176,high seas sale,खुले समुद्र में होनेवाली बि‍क्री (मार्ग में ही कि‍सी  अन्य पक्ष को माल की बि‍क्री)
5177,high trade barriers,अत्यधि‍क व्यापार बाधाएं
5178,high tariff policy,उच्च प्रशुल्क / टैरि‍फ नीति
5179,high value  accounts,अत्यधि‍क मूल्यवाले / जमावाले खाते
5180,higher authority,उच्चतर प्राधि‍कारी
5181,higher gearing ratio,उच्चतर कर्ज-भार / गि‍यरिंग अनुपात
5182,highlights,मुख्य-मुख्य बातें
5183,highly elastic,अत्यधि‍क लचीला / लोचदार
5184,highly geared company,अधि‍क कर्ज-भारि‍त कंपनी
5185,high-yielding seeds,अधि‍क उपजवाले बीज
5186,high-yielding varieties,अधि‍क उपजवाली कि‍स्में
5187,highway,राजमार्ग
5188,hinder,प्रति‍बंध
5189,hindu undivided family,हिंदू अवि‍भक्त परि‍वार
5190,hire charges,भाड़ा
5191,hire purchase,कि‍राया खरीद
5192,hire purchase finance,कि‍राया खरीद वि‍त्त
5193,hirer,कि‍रायेदार
5194,historical cost,ऐति‍हासि‍क / परंपरागत लागत
5195,hit the bid,बोली स्वीकारना
5196,hive off,अलग करना
5197,hoarding and profiteering,जमाखोरी और मुनाफाखोरी
5198,hoarding demand for money,जमाखोरी के लि‍ए मुद्रा की मांग
5199,hog the lime light,कारोबार में तेजी आना
5200,hold-back pay,रोका हुआ वेतन
5201,holder for value,मूल्यार्थ धारक
5202,holder in due course,सम्यक अनुक्रम में धारक
5203,holder of a bill,बि‍ल धारक
5204,holder of a cheque,चेक धारक
5205,holder's right in respect of the security,प्रति‍भूति के संबंध में धारक का अधि‍कार
5206,holding,शेयर पूंजी
5207,holding capacity,धारण क्षमता
5208,holding company,धारक /  नि‍यंत्रक कंपनी
5209,holding company model,धारक कंपनी मॉडल
5210,holding of market,बाजार थामना (बाजार में गि‍रते हुए मूल्यों को थामने के लि‍ए हस्तक्षेप)
5211,holding the key,महत्वपूर्ण स्थि‍ति में होना
5212,holding the price line,सामान्य कीमत वृद्धि को रोकना
5213,holiday,अवकाश
5214,holistic approach,संपूर्ण दृष्टि से वि‍चार करना / समग्र दृष्टि‍कोण
5215,home and abroad,देशी-वि‍देशी
5216,home consumption,आंतरि‍क उपभोग / खपत
5217,home currency quotation or direct quotation,घरेलू मुद्रा दर अथवा प्रत्यक्ष दर
5218,home loan,आवास ऋण
5219,home market,घरेलू बाजार
5220,home trade,आंतरि‍क / देशी व्यापार
5221,honorarium,मानदेय
5222,honour (a bill),(बि‍ल) सकारना
5223,horizontal amalgamation,समस्तर समामेलन
5224,horizontal correlation,समस्तरीय सहसंबंध
5225,horizontal merger,समस्तरीय वि‍लय
5226,horizontal mobility of labour,श्रमि‍कों की समस्तर गति‍शीलता
5227,horticulture,बागबानी
5228,hospitality grant,आति‍थ्य अनुदान
5229,hot card,हॉट कार्ड (छलपूर्ण प्रयुक्त क्रेडि‍ट कार्ड)
5230,hot deposits,तुरंत आहरणीय जमाराशि‍यां
5231,hot money,अति‍शीघ्र चलायमान मुद्रा
5232,hot skill,ज्यादा मांग वाला कुशल श्रम
5233,hours of business,कारोबार समय
5234,house airways bill,आंतरि‍क हवाई मार्ग बि‍ल
5235,house bill,आंतरि‍क बि‍ल
5236,house keeping,हाउसकीपिंग
5237,house start up index,भवन-नि‍र्माण सूचकांक
5238,household,परि‍वार
5239,household consumption,घरेलू खपत
5240,household economies,आंतरि‍क अर्थव्यवस्था
5241,household effects,घरेलू सामान
5242,household goods,घरेलू वस्तुएं
5243,household sector,घरेलू क्षेत्र
5244,housing board,आवास मंडल
5245,housing boom,गृह नि‍र्माण की धूम
5246,housing finance,आवास वि‍त्त
5247,housing loan,आवास ऋण
5248,hull insurance,पोत बीमा
5249,human capital,मानव पूंजी
5250,human concept of labour,श्रम की मानवीय संकल्पना
5251,human resource,मानव संसाधन
5252,hundi,हुंडी
5253,hurdle rate,न्यूनतम प्रति‍लाभ दर
5254,husbandage,प्रबंध प्रभार
5255,hush money,मुंह बंद रखने के लि‍ए दि‍या गया धन
5256,hybrid crop seeds,संकर फसल बीज
5257,hybrid debt,संकर कर्ज
5258,hybrid funding,संकर नि‍धीयन
5259,hybrid security,संकर प्रति‍भूति
5260,hybrid tier of capital,पूंजी का संकर स्तर
5261,hybridization,संकरण
5262,hyper employment,अति-रोजगार
5263,hyper inflation,अति-मुद्रास्फीति
